source,match_score,match_type,ein,code,code_type,hospital_name,hpt_payer,hpt_plan,hpt_setting,hpt_rate,tic_payer,tic_network,tic_billing_class,tic_rate,rate_delta,rate_delta_pct
both,48.0,medium_confidence,133971298,43239,CPT,NYU Langone,cigna,cignamanagedcare/pos1046,both,6034.0,cigna-corporation,national-oap,professional,265.18,-5768.82,-95.6052369903878
both,48.0,medium_confidence,133971298,43239,CPT,NYU Langone,cigna,cignappo1047,both,6034.0,cigna-corporation,national-oap,professional,772.22,-5261.78,-87.2021876035797
both,48.0,medium_confidence,133971298,43239,CPT,NYU Langone,cigna,cignaopenaccessppo1465,both,6034.0,cigna-corporation,national-oap,professional,772.22,-5261.78,-87.2021876035797
both,48.0,medium_confidence,133971298,43239,CPT,NYU Langone,cigna,greatwesthmo1282,both,6034.0,cigna-corporation,national-oap,professional,265.18,-5768.82,-95.6052369903878
both,48.0,medium_confidence,133971298,43239,CPT,NYU Langone,cigna,cignaopenaccess1413,both,6034.0,cigna-corporation,national-oap,professional,796.23,-5237.77,-86.80427577063308
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 1 2,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 1 2,outpatient,1561.99,aetna,open-access-managed-choice,professional,1537.48,-24.50999999999999,-1.5691521712687013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Essential Plan 1 2,outpatient,1041.32,unitedhealthcare,choice-plus,professional,993.92,-47.39999999999998,-4.5519148772711535
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,MedicareNonEnrollees,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Medicaid,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Exchange Risk,outpatient,1008.39,aetna,open-access-managed-choice,professional,960.0,-48.389999999999986,-4.7987385832862275
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Medicare Advantage,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Select Care,outpatient,1245.18,unitedhealthcare,choice-plus,professional,1307.83,62.649999999999864,5.031401082574396
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,QHP,outpatient,1008.39,unitedhealthcare,choice-plus,professional,993.92,-14.470000000000027,-1.434960679895678
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Exchange Products,outpatient,1348.95,unitedhealthcare,choice-plus,professional,1307.83,-41.12000000000012,-3.0482968234552885
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Essential 3 4,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Exchange Non-Risk,outpatient,1008.39,aetna,open-access-managed-choice,professional,960.0,-48.389999999999986,-4.7987385832862275
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,SEIU1199,SEIU1199,outpatient,174.0,aetna,open-access-managed-choice,professional,168.25,-5.75,-3.3045977011494254
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Essential 1 2,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Medicaid and CHP,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 3 4,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Child Health Plus,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,99283,CPT,Montefiore Medical Center,HealthFirst,Essential Plan 3 4,outpatient,71.81,aetna,open-access-managed-choice,professional,71.09,-0.7199999999999989,-1.0026458710485988
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicaid Advantag Plus,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Child Health Plus,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,HARP,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicaid,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,VNSNY,Choice Medicare,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Medicaid FHP CHP,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,VNSNY,Choice Medicaid,outpatient,997.94,aetna,open-access-managed-choice,professional,960.0,-37.940000000000055,-3.8018317734533196
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,HARP,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Child Health Plus,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,VillageCareMAX,VillageCareMAX,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,872,MSDRG,Montefiore Medical Center,Emblem,Select Care,inpatient,16691.1,unitedhealthcare,choice-plus,institutional,15902.0,-789.0999999999985,-4.727669236898699
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Essential Plan 3 4,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Child Health Plus,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Partners,Health Plan Medicaid,outpatient,165.4,aetna,open-access-managed-choice,professional,168.25,2.8499999999999943,1.723095525997578
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 3 4,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Gold Goldcare2,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 1 2,outpatient,1245.18,unitedhealthcare,choice-plus,professional,1307.83,62.649999999999864,5.031401082574396
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,HIV SNP,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Essential Plan 3 4,outpatient,141.77,aetna,open-access-managed-choice,professional,148.43,6.659999999999997,4.697749876560624
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,HIV SNP,outpatient,189.02,aetna,open-access-managed-choice,professional,180.87,-8.150000000000006,-4.311713046238496
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Gold Goldcare2,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Medicaid,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Oscar,Medicare,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicaid,outpatient,867.77,unitedhealthcare,choice-plus,professional,849.63,-18.139999999999986,-2.090415663136544
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Managed Care Products,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,BCBS Medicare Advantage,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 3 4,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Default Duals,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,HARP,outpatient,867.77,aetna,open-access-managed-choice,professional,843.44,-24.329999999999927,-2.8037383177570008
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicare Advantage,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Medicare Enrollees,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,HARP,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 1 2,outpatient,1041.32,unitedhealthcare,choice-plus,professional,993.92,-47.39999999999998,-4.5519148772711535
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Partners,Health Plan Medicaid,outpatient,165.4,aetna,open-access-managed-choice,professional,168.25,2.8499999999999943,1.723095525997578
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Commercial Enrollees,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,45.0,medium_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 3 4,outpatient,1037.65,unitedhealthcare,choice-plus,professional,993.92,-43.73000000000013,-4.214330458247013
both,43.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,SEIU1199,SEIU1199,both,66.0,aetna,open-access-managed-choice,professional,66.0,0.0,0.0
both,43.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Exchange Risk,both,180.82,aetna,open-access-managed-choice,professional,180.87,0.05000000000001137,0.0276518084282775
both,43.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Exchange Risk,both,180.82,aetna,open-access-managed-choice,professional,180.87,0.05000000000001137,0.0276518084282775
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Empire,HMO,inpatient,27967.96,unitedhealthcare,choice-plus,institutional,28799.09,831.130000000001,2.971721927519923
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Humana,Humana Medicare,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Empire,Blue Access Network,inpatient,28185.48,unitedhealthcare,choice-plus,institutional,28799.09,613.6100000000006,2.1770429313249253
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Oscar,Individual,inpatient,18604.11,aetna,open-access-managed-choice,institutional,17966.0,-638.1100000000006,-3.429941018409376
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Beacon,Beacon Health Strategies Exchange,inpatient,15764.43,unitedhealthcare,choice-plus,institutional,16212.0,447.5699999999997,2.839113117315372
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Independence Care,Independence Care Medicare,inpatient,15079.02,unitedhealthcare,choice-plus,institutional,15461.0,381.97999999999956,2.5331884963346396
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,MetroPlus,MetroPlus Government - Medicare Advantage,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Elderplan,Elderplan Medicare,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,MetroPlus,MetroPlus Exchange,inpatient,16449.84,unitedhealthcare,choice-plus,institutional,16212.0,-237.84000000000015,-1.4458499292394342
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Empire Medicare Advantage,Medicare Advantage (MediBlue HMO and MediBlue PPO) Benefit Plans,inpatient,13346.3,aetna,open-access-managed-choice,institutional,13365.0,18.700000000000728,0.1401137393884502
both,40.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,Connection,outpatient,2518.0,unitedhealthcare,choice-plus,professional,2465.06,-52.940000000000055,-2.102462271644164
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Fidelis,Fidelis Medicare Advantage and Managed Long Term Care-Medicaid Advantage Plus,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Emblem,HIP Medicare Advantage (SNP),inpatient,13434.03,aetna,open-access-managed-choice,institutional,13365.0,-69.03000000000065,-0.5138443192400245
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,VNS,VNS Medicare,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Beacon,Beacon Health Strategies Medicare HMO,inpatient,13708.2,aetna,open-access-managed-choice,institutional,13365.0,-343.2000000000007,-2.503610977371214
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Emblem,HIP Medicare Advantage,inpatient,13434.03,aetna,open-access-managed-choice,institutional,13365.0,-69.03000000000065,-0.5138443192400245
both,40.0,low_confidence,131624096,872,MSDRG,The Mount Sinai Hospital,Empire,Large Group Blue Priority HMO,inpatient,27967.96,unitedhealthcare,choice-plus,institutional,28799.09,831.130000000001,2.971721927519923
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Fidelis,Medicaid,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,GHI Commercial,both,1733.49,aetna,open-access-managed-choice,professional,1651.1,-82.3900000000001,-4.75283964718574
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,WellCare,Medicare,both,185.56,aetna,open-access-managed-choice,professional,178.13,-7.430000000000007,-4.0040957102823915
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Exchange Products,both,184.14,aetna,open-access-managed-choice,professional,180.87,-3.269999999999982,-1.7758227435646694
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,VNSNY,Choice Medicare,both,168.55,aetna,open-access-managed-choice,professional,168.25,-0.30000000000001137,-0.17798872738060595
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,HealthFirst,Essential Plan 1 2,both,72.52,aetna,open-access-managed-choice,professional,76.3,3.780000000000001,5.212355212355215
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Essential Plan 1 2,both,166.97,aetna,open-access-managed-choice,professional,168.25,1.2800000000000011,0.7666047793016716
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Healthcare,Partners Medicare,both,176.42,aetna,open-access-managed-choice,professional,168.25,-8.169999999999987,-4.630994218342585
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,WellCare,Medicare,both,185.56,aetna,open-access-managed-choice,professional,180.87,-4.689999999999998,-2.527484371631816
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,CentersPlan,Medicare Advan I SNP,both,179.54,aetna,open-access-managed-choice,professional,180.87,1.3300000000000125,0.740781998440466
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,BCBS Medicare Advantage,both,153.45,aetna,open-access-managed-choice,professional,148.43,-5.019999999999982,-3.2714239165851957
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Medicaid,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,MetroPlus,Medicare Advantage,both,78.0,aetna,open-access-managed-choice,professional,77.29,-0.7099999999999937,-0.9102564102564022
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Wellcare,Essential Plan 3 4,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,hip,emblemcmoessential33018,both,7892.93,unitedhealthcare,choice-plus,institutional,7893.0,0.06999999999970896,0.0008868696415616122
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Medicaid and CHP,both,162.56,aetna,open-access-managed-choice,professional,168.25,5.689999999999998,3.5002460629921246
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 1 2,both,78.0,aetna,open-access-managed-choice,professional,77.29,-0.7099999999999937,-0.9102564102564022
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Empire,BCBS Essential 3 4,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Elderplan,Medicare,both,170.33,aetna,open-access-managed-choice,professional,168.25,-2.0800000000000125,-1.2211589267891811
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Centerlight,Managed Care,both,167.1,aetna,open-access-managed-choice,professional,168.25,1.1500000000000057,0.688210652304013
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicare Advantage,both,153.45,aetna,open-access-managed-choice,professional,148.43,-5.019999999999982,-3.2714239165851957
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicare Advantage,both,153.45,aetna,open-access-managed-choice,professional,153.66,0.21000000000000796,0.13685239491691625
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,hip,emblemhealthcarepartnersessential43015,both,8124.66,aetna,open-access-managed-choice,institutional,8125.0,0.3400000000001455,0.004184790502004336
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Essential Plan 1 2,both,184.8,aetna,open-access-managed-choice,professional,180.87,-3.930000000000007,-2.12662337662338
both,38.0,low_confidence,133971298,99283,CPT,NYU Langone,hip,emblemhealthcarepartnersessential43015,both,2490.0,aetna,open-access-managed-choice,professional,2490.0,0.0,0.0
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Empire,Connection,both,278.39,unitedhealthcare,choice-plus,professional,266.02,-12.370000000000005,-4.443406731563636
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 3 4,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Archcare,Medicare PACE,both,189.9,aetna,open-access-managed-choice,professional,180.87,-9.030000000000001,-4.7551342812006325
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Multiplan,Multiplan,both,460.5,aetna,open-access-managed-choice,professional,453.63,-6.8700000000000045,-1.4918566775244309
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Commercial Enrollees,both,146.49,aetna,open-access-managed-choice,professional,153.66,7.1699999999999875,4.894532049969272
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,BCBS Healthplus Medicaid,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,hip,emblemhealthcarepartnersessential43015,both,8124.66,aetna,open-access-managed-choice,institutional,8125.0,0.3400000000001455,0.004184790502004336
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo3723,both,7892.93,unitedhealthcare,choice-plus,institutional,7893.0,0.06999999999970896,0.0008868696415616122
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,VNSNY,Choice Medicare,both,168.55,aetna,open-access-managed-choice,professional,168.25,-0.30000000000001137,-0.17798872738060595
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,HealthFirst,Exchange Risk,both,72.25,aetna,open-access-managed-choice,professional,71.09,-1.1599999999999966,-1.605536332179926
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,HealthFirst,Commercial Enrollees,both,146.49,aetna,open-access-managed-choice,professional,148.43,1.9399999999999977,1.3243224793501247
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,GHI Commercial,both,1733.49,aetna,open-access-managed-choice,professional,1651.1,-82.3900000000001,-4.75283964718574
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Agewell,Agewell,both,189.81,aetna,open-access-managed-choice,professional,180.87,-8.939999999999998,-4.709973131025761
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Oscar,Medicare,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 1 2,both,153.45,aetna,open-access-managed-choice,professional,153.66,0.21000000000000796,0.13685239491691625
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Essential Plan 1 2,both,153.45,aetna,open-access-managed-choice,professional,153.66,0.21000000000000796,0.13685239491691625
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicaid,both,153.45,aetna,open-access-managed-choice,professional,148.43,-5.019999999999982,-3.2714239165851957
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Molina,HC Aff Medicaid,both,68.82,aetna,open-access-managed-choice,professional,67.85,-0.9699999999999989,-1.4094739901191498
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,BCBS Essential 1 2,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Fidelis,Essential Plan 3 4,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Molina,HC Aff Medicaid,both,180.22,aetna,open-access-managed-choice,professional,180.87,0.6500000000000057,0.36067029186550087
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Magnacare,Standard,both,108.23,unitedhealthcare,choice-plus,professional,111.76,3.530000000000001,3.261572576919524
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Medicaid and CHP,both,162.56,aetna,open-access-managed-choice,professional,168.25,5.689999999999998,3.5002460629921246
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Fidelis,Essential Plan 3 4,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Oscar,Medicare,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MetroPlus,Medicaid,both,153.45,aetna,open-access-managed-choice,professional,148.43,-5.019999999999982,-3.2714239165851957
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Essential Plan 1 2,both,166.97,aetna,open-access-managed-choice,professional,168.25,1.2800000000000011,0.7666047793016716
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,medicare,wtchealthprogram-northwell3022,both,8124.66,aetna,open-access-managed-choice,institutional,8125.0,0.3400000000001455,0.004184790502004336
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Emblem,Medicare Advantage,both,345.95,aetna,open-access-managed-choice,professional,356.0,10.050000000000011,2.905044081514673
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,hip,hipvipmedicare(cohort2hcp)3370,both,7892.93,unitedhealthcare,choice-plus,institutional,7893.0,0.06999999999970896,0.0008868696415616122
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,MVP,Commercial,both,841.81,aetna,open-access-managed-choice,professional,843.44,1.6300000000001091,0.1936303916560874
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Empire,BCBS Medicare Advantage,both,153.45,aetna,open-access-managed-choice,professional,148.43,-5.019999999999982,-3.2714239165851957
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,CentersPlan,Medicare Advan I SNP,both,179.54,aetna,open-access-managed-choice,professional,178.13,-1.4099999999999966,-0.7853403141361237
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Magnacare,Standard,both,597.61,aetna,open-access-managed-choice,professional,604.24,6.6299999999999955,1.1094191864259293
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Humana,Humana,both,160.67,aetna,open-access-managed-choice,professional,153.66,-7.009999999999991,-4.362980021161381
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Wellcare,Essential Plan 3 4,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,131740114,99283,CPT,Montefiore Medical Center,Empire,BCBS Healthplus Medicaid,both,79.79,aetna,open-access-managed-choice,professional,77.29,-2.5,-3.1332247148765506
both,38.0,low_confidence,133971298,43239,CPT,NYU Langone,hip,emblemselectcareppo 3870,both,7892.93,unitedhealthcare,choice-plus,institutional,7893.0,0.06999999999970896,0.0008868696415616122
both,38.0,low_confidence,131740114,43239,CPT,Montefiore Medical Center,Oscar,Medicare,both,157.52,aetna,open-access-managed-choice,professional,153.66,-3.8600000000000136,-2.4504824784154478
